65536,,,
67636,亚拉戈的遗物,A Fitting Tomestone,アラグの遺物より
67637,究明事实,A Matter of Fact,事実の究明
67638,追寻真相,A Miner Negotiation,その真相は
67639,黑衣男子,"Mad, Bad, and Ebon-clad",黒衣の男
67640,召唤远古之力,I Could Have Tranced All Night,残留する力をその身に
67641,破除黑暗，绽放光明,A Flare for the Dramatic,闇を打ち消す光を放たん
67642,挑战神殿骑士团理符任务,Leves of Ishgard,創設、神殿騎士団リーヴ
67643,苍穹下的风景,Sights of the North,蒼天の探検手帳
67644,英雄叙事诗：机神城之章,A Song of Steam and Steel,機工城の英雄叙事詩
67645,如何成为机工士,So You Want to Be a Machinist,機工士になるには？
67646,暗黑骑士的传言,A Dark Spectacle,暗黒騎士の噂
67647,冰雪废堡暮卫塔,For All the Nights to Come,廃砦捜索 ダスクヴィジル
67648,空中神域不获岛,Reap What You Sow,神域浮島 ネバーリープ
67649,博物战舰无限回廊,Do It for Gilly,博物戦艦 フラクタル・コンティニアム
67650,上古之神,Gods of Eld,古の神
67651,登峰造极的云神俾斯麦,The Diabolical Bismarck,極まりし雲神ビスマルク
67652,登峰造极的武神罗波那,Thok Around the Clock,極まりし武神ラーヴァナ
67653,我心飞翔,I Believe I Can Fly,マイチョコボ、大空へ！
67654,一二三，木头人,A Striking Opportunity,不屈なアイツを討ち倒せ
67655,伊修加德的初级怪物狩猎,Let the Clan Hunt Begin,イシュガルドのモブハント（初級）
67656,伊修加德的中级怪物狩猎,Better Bill Hunting,イシュガルドのモブハント（中級）
67657,伊修加德的高级怪物狩猎,Top Marks,イシュガルドのモブハント（上級）
67658,伊修加德的恶名精英,Elite and Dangerous,イシュガルドのリスキーモブ
67659,如何成为占星术士,What's Your Sign,占星術師になるには？
67660,红莲节的海滨,Reigniting the Festivities,紅蓮祭の渚
67661,红莲节特产（烹调篇）,A Matter of Taste,紅蓮祭の名物（料理編）
67662,红莲节特产（捕鱼篇）,What's in the Dish,紅蓮祭の名物（釣り編）
67663,红莲节与海盗与冒险者,An Adventurer's Life for Me,紅蓮祭と海賊と冒険者
67664,彩蛋狩猎与少女的梦,Jihli Dreams of Egg Hunts,エッグハントと少女の夢
67665,抱着蛋！,Pass the Poacher,運搬！ エッグキャリアー
67666,追着蛋！,Hard-boiled Hocus,追撃！ ジャンボエッグ
67667,数着蛋！,Spriggan Scramble,計測！ アルコンエッガー
67668,彩蛋狩猎与黄金般的宝物,Eggsaltation of a Lark,エッグハントと黄金の宝物
67669,金碟游乐场的新节目,And Then There Were Some,ゴールドソーサーの新たな催し
67670,向夜空祈祷,A World Away,新生祭と鎮魂の夜空
67671,金碟游乐场感谢的证明,An Inspector's Gadget,ゴールドソーサーの感謝の証
67672,红莲节的终极王牌,Heroes of Tomorrow,紅蓮祭の切り札
67673,红莲节的赤红钢拳,Dashing and Burning,紅蓮祭の赤き拳
67674,红莲节的漆黑疾风,Hot 'n Cold,紅蓮祭の黒き疾風
67675,红莲节的黄金鲜花,Who Let the Bombs Out,紅蓮祭の黄金の花
67676,红莲节的灭火战士,A Battle Royal,紅蓮祭の「火消しの戦士」
67677,欢迎，妖怪宠物,A Complete Game Changer,ようこそ、妖怪ミニオン
67678,东节的行动,,
67679,,,
67680,东节的誓言,,
67681,,,
67682,,,
67683,,,
67684,,,
67685,奇怪的马戏团与守护天节,Investigating the Inimical,おかしなイチザと守護天節
67686,奇怪的点心与守护天节,Joining the Circus,おかしなオカシと守護天節
67687,奇怪的扫帚与守护天节,Sweeping the Meadows,おかしなホウキと守護天節
67688,正教骚动,Contradicting Convictions,正教騒乱
67689,被选中的特别顾问,The Benefits of Consultation,天に選ばれし特別顧問
67690,神学生的圣战,Balancing the Spear,神学生の聖戦
67691,欢笑的使者,More than Meets Her Eye,祝祭を導く使徒
67692,苍穹之未来,An Uncertain Future,蒼天の未来
67693,人与龙的再次对话,Breaking the Cycle,対話の再開
67694,厉害的帮手,"Another Time, Another Place",心強い助っ人
67695,水晶之眼,In the Eye of the Beholder,水晶の目
67696,不期而遇,"A Little Slow, a Little Late",その先に待つ者は
67697,迫近的黑暗,Dreams of the Lost,迫り来る闇
67698,动荡的皇都,Against the Dying of the Light,揺れる皇都
67699,光与暗的分界,"As Goes Light, So Goes Darkness",光と闇の境界
67700,花冠的逃亡者,Three Beaks to the Wind,花冠の逃亡者
67701,美艳的耕民与钓师,A Tribal Reunion,鮮やかな耕人と釣師
67702,青梅竹马的木匠,Linu's Lovely Bones,幼馴染の大工
67703,兄妹之舞,In the Skycage over the Sea,兄妹の舞
67704,通往友好的宴会,Fishing for Friendship,友好への宴
67705,敬畏之人,Sundrop the Beat,畏敬されし者
67706,威猛的太阳之舞,Nest Side Story,豪猛なる太陽の舞
67707,巡逻警备,"Veni, Vundu, Vici",巡回警備、実施します！
67708,令人怀念的菜丸子,Pussyfooting About,嗚呼、懐かしの草団子
67709,吹飞鸟巢,Endymion Disco,鳥の巣、吹っ飛ばす
67710,收取使用费,Pilfering Pots from the Pantry,使用料は現物で
67711,蜜汁味的食用虫,Chigoe Cha-cha,出てこい食料！
67712,水晶之水，不可代替,Water Crystal Waltz,あの素晴らしい水をもう一度
67713,太阳般重要的蛋,Hard-boiled Hustle,バヌバヌ族の重要な卵
67714,吹向肆意放纵的年轻人,Sanuwa Samba,無軌道な若者たちへ
67715,温杜族的动向,Bird Watching,ブンド族、今何してる？
67716,视羽如命的瓦努族,Comb and Get It,バヌバヌ族は羽根が命
67717,传承之土，耕耘之魂,The Binding Soil,受け継ぐは伝統のみならず
67718,赶走害虫,Flight of the Midges,風は渦巻く閃光の如し
67719,偷偷靠近的是谁,Fishing in Troubled Waters,忍び寄る影の名は
67720,云海滥捕,Reeling in the Vundu,雲海乱獲
67721,鸟与钉子,Nailed Down,鳥と釘
67722,瓦努采石忙,The House That Ginu Built,バヌバヌ流採石術
67723,抽骨作栋梁,A Bone to Pick,やっぱりダルメル
67724,出于温杜，胜于温杜,A Hut to Dye For,ブンドより青し？
67725,尊杜有难，衮杜支援,Shady Premonitions,伝説の黒き悪魔
67726,先祖之魂不可辱,Pestered Ancestors,先祖の魂のために
67727,小虫茧胜白银,"Smooth as Silk, Cool as Air",ワモーラのマユ集め
67728,放风筝猫,Gaelicat's Out of the Bag,羽ばたけ、飛猫占い
67729,噪音污染,Rotten to the Korrigan,それは音の暴力
67730,轻柔的羽毛,Gastornis Groove,柔らかなのを頼む
67731,友好的桥梁,The Cat's Meow,グンドの元気なご挨拶
67732,不能输的战斗,Easy as Paissa,負けられない戦い
67733,舞夜狂欢,Dance Commander,バヌバヌ・グンド・フィーバー
67734,谁是舞王,Electric Gunduloo,俺の舞を見ろ
67735,虚惊一场,Wildwort and Sundrop,踊れ、厄払い
67736,突风猛进,"Vanish, Vile Vundu",かっとばせ、ブンド
67737,地脉灵灯天狼星灯塔,Things Are Getting Sirius,制圧巨塔 シリウス大灯台
67738,草木庭园圣茉夏娜植物园,An Overgrown Ambition,草木庭園 聖モシャーヌ植物園
67739,英雄叙事诗：苍穹之章 ,Thordan's Reign,蒼天の英雄叙事詩
67740,空贼登场,Sky Pirates,空賊たち
67741,魔航船虚无方舟,To Rule the Skies,魔航船ヴォイドアーク
67742,星歌异闻,A Journey to Remember,星唄異聞
67743,恩师的指引,Divine Reckoning,恩師の導き
67744,摇摇欲坠的基石,Through the Grapevine,ゆらぐ礎
67745,慈爱的神学生,A Familial Resemblance,慈愛の神学生
67746,雪中福音,Finding Ulaa,雪中の福音
67747,其名元灵武器,An Unexpected Proposal,その名をアニマウェポン
67748, 创造新武器, Soul without Life, 新たな武器の創造を
67749, 英雄的轨迹, Toughening Up, 英雄の軌跡
67750, 闪耀的元灵武器, Coming into Its Own, 煌めくアニマウェポン
67751,,,
67752,出发，云海探索！,The New Frontier,いざゆかん、雲海探索
67753,猴子发糕降神节,Monkey about Town,猿が餅持つ降神祭
67754,恋人节爱向何方,What Is Love,ヴァレンティオンデーと愛の行方
67755,恋人节缘分占卜,The Fault in Our Cards,ヴァレンティオンデーを占いとともに
67756,恋人节满怀爱意,A Pair of Hearts,ヴァレンティオンデーに愛をこめて
67757,女儿节的新生代明星,Aligning the Stars,プリンセスデーと次代の歌姫
67758,女儿节的雪米果派发,"Sugar, Spice, and Everything Rice",プリンセスデーに霰餅配り
67759,女儿节的誓言,The Lead Starling,プリンセスデーの誓い
67760,星芒钟声为谁响,For Whom the Starlight Bell Tolls,星芒祭の鐘は誰がために
67761,感激之情，难以比喻,The Nest of Honor,相応しき喩え
67762,寻找调查员,"A Gentleman Falls, Rather than Flies",事件屋を探せ
67763,被遗留的线索,Don't Call It a Comeback,のこされた手がかり
67764,神奇的能力,The Gigi Situation,発揮された能力
67765,抓住线索,The Measure of a Mammet,端緒を掴め
67766,生命之树,When the Bough Wakes,昏き微睡みの果つる刻
67767,彼岸的捷报,As It Once Was,遠海からの報せ
67768,星海的呼唤,The Word of the Mother,星の呼び声
67769,藏悲痛于心中,This War of Ours,哀しみを抱いて
67770,向往和平,Staunch Conviction,和平への期待
67771,不许偷懒！,"Once More, a Favor",ただいま警備強化中！
67772,愉快的宴会,For Those We Have Lost,楽しい宴
67773,于事无补,Consequences,償うべきは
67774,心灵的选择,Choices,その者の選択
67775,四国联合军演,A Spectacle for the Ages,四国合同演習
67776,向着光明的未来,For Those We Can Yet Save,光さす明日へ
67777,命运的齿轮,Causes and Costs,運命の歯車
67778,深处的灵魂,The Man Within,ふたつの魂
67779,决战前的准备,An Ally for Ishgard,決戦に備えて
67780,圣龙的试炼,Winning Over the Wyrm,聖竜の試練
67781,诗的终章,An End to the Song,ただ盟友とともに
67782,英雄们的时间,Heroes of the Hour,フォルタン家の人々
67783,绝命怒嚎,Litany of Peace,最期の咆哮
67784,惊涛骇浪破舰岛,Storming the Hull,波荒れしハルブレーカー
67785,小小世界的大事件,Rearmed,ちいさな世界の大きな事件
67786,疑惑与后悔,The Folly of Youth,疑惑と後悔
67787,暴君降临,Toppling the Tyrant,暴君、降臨
67788,因果的分割线,One Step Behind,因果の切断線
67789,没有她的世界,A Gob in the Machine,彼女がいない世界
67790,英雄梦想诗：机神城之章,A Refrain for the Undaunted,機工城の英雄夢想詩
67791,没有名字的骨颌族,The Naming of Vath,名なしのグナース族
67792,最初的冒险,Adventurers Don't Get Cold Feet,初めての冒険
67793,需求与供给,An Acquired Taste,需要と供給
67794,来自天敌的考验,Your Enemy and Mine,天敵からの試練
67795,羁绊,Resistance Is Futile,繋がれざる者
67796,离群者的故事,A Symbiotic Friendship,分かたれし物語
67797,获得任务：人类的需求,Getting the Shaft,獲得任務：ヒトの需要
67798,收集任务：吸烟的趣味,Breath of Fresh Air,収集任務：スモーキングテイスト
67799,散播任务：害虫与益虫,Bugging the Bugs,散布任務：害虫と益虫
67800,讨伐任务：行会的脸面,Too Much to Bear,討伐任務：ギルドの面目
67801,收集任务：危险的委托,The Foodstuff of Champions,収集任務：危険な依頼
67802,收集任务：骨颌族的优越感,A Long Shot,収集任務：グナース族の優越
67803,收集任务：有限的资源,Where the Silver Dew Grows,収集任務：限りある資源
67804,收集任务：骨颌族的酒，解禁！,The Caelumtree Wine Spree,収集任務：グナース酒、解禁！
67805,散播任务：开始农耕,Ploughing Ahead,散布任務：農耕はじめました
67806,获得任务：被肉吸引……,At Full Pelt,獲得任務：肉に釣られて……
67807,救援任务：救救同胞！,Failure to Deliver,救援任務：同胞を救え！
67808,散播任务：贪吃鬼的灾难,"Shoo Fly, Don't Bother Me",散布任務：食いしん坊の災難
67809,获得任务：自由与个性的味道,All about the Eggs,獲得任務：自由と個性の味
67810,收集任务：有趣的哥布林面具,Smells Like Trouble,収集任務：興味深きゴブリンマスク
67811,护卫任务：难以理解的人类,When Hunting Goes Wrong,護衛任務：不可解なるヒト
67812,散播任务：解除龙族的烦恼,Flea Troubles,散布任務：ドラゴン族の悩み解消
67813,搜索任务：难以区分,Fifty Shades of Yellow,捜索任務：見分けの問題
67814,搜索任务：接幼龙回家,A Romp around the Foothills,捜索任務：お子様のお迎え承ります
67815,制止任务：邻里关系对策,Neighborhood Squabbles,停止任務：ご近所トラブル対策
67816,救援任务：名不副实的家伙,Not for the Faint of Heart,救援任務：その名に偽りあり
67817,登峰造极的魔神萨菲洛特,A Fiendish Likeness,極まりし魔神セフィロト
67818,神圣遗迹无限城市街古迹,One More Night in Amdapor,神聖遺跡 古アムダプール市街
67819,群狼盛宴,A Seat at the Feast,狼の饗宴ザ・フィースト
67820, 人造元灵的声音, Finding Your Voice, 人造精霊の声
67821,禁忌城邦玛哈,The Weeping City,禁忌都市マハ
67822,维护天空的和平,Freedom for Our Skies,この空の平和
67823,黄道无双,The Vital Title,ふたりの称号
67824,赌上行星的命运,The Fate of Stars,星の命運を懸けて
67825,英雄叙事诗：云廊之章,Nidhogg's Rage,雲廊の英雄叙事詩
67826,勤于训练,With a Little Help,訓練あるのみ
67827,寻找沉睡的宝物,Hasty Conclusions,眠るオタカラを探して
67828,打好基础最重要,A Fundamentally Important Task,基礎を笑うものは基礎に泣く
67829,搬运的重要性,Deep into the Weeds,たかが運搬、されど運搬
67830,为了修复墙壁,Moogle on the Wall,壁面補修のために
67831,帮手募集中！,Kupo for Kupo Nuts,お手伝いさん募集中！
67832,目标——闪闪发光的墙壁,Work That Mallow,ピカピカの壁を目指して
67833,绒毛疗法？,A Little Pick-me-up,綿毛療法？
67834,添油加彩,A Fine Finish,彩りを添えて
67835,醉以太了头好晕,The Mining Mishap,エーテル酔いで、ふーらふら
67836,精益求精,Stumbling Blocks,仕上げが肝心
67837,莫古力的习俗,Tricks without Treats,モーグリの流儀
67838,可怕的咆哮,For Moogles in Peril,恐怖の咆哮
67839,莫古力的绒球外交,The Negotiator,モーグリのポンポン渉外
67840,修复设备！,Back to the Drawing Board,復元目指して
67841,长久保存的秘诀,Built to Last,長持ちの秘訣
67842,不可思议的咆哮,Let There Be Light,不思議な咆哮
67843,贴心的慰问品,Rare Refreshments,粋な差し入れ
67844,以工匠的眼光鉴定,A Stone's Throw Away,決め手は職人の目
67845,再次启动设备,A Revivifying Roar,施設を再稼働せよ
67846,千里之行始于足下,Journey of a Thousand Hews,千里の道も一歩から
67847,对人类的东西充满好奇,Ship of Dreams,ヒトのモノに興味津々
67848,打喷嚏大作战,Stirring by Sternutation,くしゃみ大作戦
67849,一箭双雕的锉刀制作法,Dragon Draff for Their Behalf,一石二鳥のヤスリ作り
67850,敬请期待云海鱼,A Fish for His Favors,サカナ、ご期待ください
67851,令人震惊的工作量,From Lax to Max,壮絶なノルマ
67852,慰劳菜肴,An Ishgardian Treat,ねぎらい料理
67853,值得尝试的新技术,Mine and Craft,試す価値ある新手法
67854,鼓起干劲！,The Moogle Motivator,気合注入！
67855,活化水晶,Tremble Finishing,クリスタルの活性化
67856,困扰人类的修复团！,Tricks and Stones,人を惑わす修復団！
67857,操纵友人的修复团！,The Milk of Moogle Kindness,友を操る修復団！
67858,驱使龙族的修复团！,Trying Times,竜を動かす修復団！
67859,建造泉水的修复团！,A Crystalline Solution,泉を造る修復団！
67860,提高技艺的修复团！,The Tools Make the Moogle,腕を上げる修復団！
67861,打造石像的修复团！,A Monumental Task,像を手がける修復団！
67862,击碎岩石的修复团！,Piecing Together the Past,岩を砕く修復団！
67863,着眼未来的修复团！,The Zenith of Craftsmanship,明日を見すえる修復団！
67864, 培育人造元灵, A Dream Fulfilled, 人造精霊は開花する
67865,新生庆典的角色塑造,A Play in Three Acts,新生祭の役作り
67866,新生庆典的重头戏,The Show Must Go On,新生祭の目玉公演
67867,新生庆典的英雄赞歌,After the Curtain Falls,新生祭の英雄賛歌
67868,黄金色的灾厄,Balance unto All,黄金色の災禍
67869,登峰造极的女神索菲娅,A Deific Simulacrum,極まりし女神ソフィア
67870,重新调整人造元灵,Recondition the Anima,人造精霊の再調整
67871,加速的危机,The Coeurl and the Colossus,加速する危機
67872,超越记忆的回廊,Biggs and Wedge's Excellent Adventure,記憶の回廊を超えて
67873,宿命的未来,Thus Spake Quickthinx,定められし未来
67874,神圣审判,Judgment Day,聖なる審判
67875,迈向无人知晓的明天,Of Endings and Beginnings,君の知らない明日へ
67876,英雄幻想诗：机神城之章,"Who Lives, Who Dies, Who Retells Your Story",機工城の英雄幻想詩
67877,伊修加德假日,Promises Kept,戦う者たちの休息
67878,险峻溪谷,Shadows of the First,天険の谷へ
67879,莱韦耶勒尔家的双胞胎,Two Sides of a Coin,ルヴェユールの双子
67880,地灵族的骚动,Unlikely Allies,コボルド騒動！
67881,呼唤土神之声,The Beast That Mourned at the Heart of the Mountain,岩神を喚ぶ声
67882,繁星之下,Beneath a Star-filled Sky,星影に零れて
67883,思乡之民,When We Were Free,懐郷の民
67884,真正的革命者,Honorable Heroes,真なる革命者
67885,纠缠不清的宿命,One Life for One World,絡み合う宿命
67886,灵魂继承者,An Ending to Mark a New Beginning,魂を継ぐ者
67887,来自基拉巴尼亚的消息,Tidings from Gyr Abania,ギラバニアからの報せ
67888,伊修加德使节团,An Envoy for Ishgard,イシュガルド代表使節団
67889,四国会谈,An Allied Decision,四国会合
67890,终结来临,"Griffin, Griffin on the Wall",終わりの始まり
67891,路易索瓦的得意门生,Louisoix's Finest Student,悲しみ背負って
67892,出人意料的帮手,The Obvious Solution,想定外の協力者
67893,稀客来访,The Greater Obeisance,珍客来る
67894,启动欧米茄,"Fly Free, My Pretty",オメガ起動
67895,命运的止境,The Far Edge of Fate,宿命の果て
67896,召唤兽变形,An Egi by Any Other Name,変幻するエギ
67897,弱者的叛乱,The Student Body's Revenge,弱者の反乱
67898,传承的使命,The Whipping Boy,継がれゆく使命
67899,匿名信疑云,Letters from No One,怪文書の影に
67900,战神引领的圣战,The Life and Lies of Father Saturnois,戦神が導く聖戦
67901,,,
67902,,,
67903,,,
67904,,,
67905,第一个家,A Gazebo to Call Our Own,はじめての我が家
67906,时魔法之谜,Don't Trust Anyone over Sixty,時魔法の謎
67907,进退维谷,The Proud and the Pointy-eyed,のっぴきならない事態
67908,理想的每一天,If I Could Turn Back Time,理想の毎日
67909,影之国,Where Shadows Reign,影の国ダン・スカー
67910,一段冒险的结束,A Redbill Farewell,ひとつの冒険の終わり
67911,星芒节与消失的货物,Naughty or Nice,星芒祭と消えた荷物
67912,星芒节与药学院的孩子们,Think of the Children,星芒祭と薬学院の子どもたち
67913,星芒节与父子之情,I'll Be Home for Starlight,星芒祭と親子の想い
67914,星芒节与梦中的追随者,A Starlight Story,星芒祭と夢の中の従者様
67915, 人造元灵的未来, Future Proof, 人造精霊の未来
67916,安费莉丝的委托,Seeking Inspiration,アンフェリスのお願い
67917,安格莱特的委托,Cut from a Different Cloth,アンジェレトのお願い
67918,修复团之乱,When Good Dragons Go Bad,大混乱の修復団！
67919,身手高强的冒险者,Who Was That Masked Man,腕利きの冒険者
67920,日月之舞,Lift Me to the Moon,勇猛なる太陽と月の舞
67921,伊修加德的盟友们,"Eternity, Loyalty, Honesty",導かれし盟友たち
67922,秘本宝库迦巴勒幻想图书馆,Let Me Gubal That for You,稀書回収 グブラ幻想図書館
67923,深渊地宫,What Lies Beneath,深淵へ続く地下迷宮
67924,安息吧死者,Dead but Not Gone,死者とともに眠れ
67925,荣光与分队同在(双蛇党),Squadron and Commander (Twin Adder),栄えある我が小隊（双蛇党）
67926,荣光与分队同在(黑涡团),Squadron and Commander (Maelstrom),栄えある我が小隊（黒渦団）
67927,荣光与分队同在(恒辉队),Squadron and Commander (Immortal Flames),栄えある我が小隊（不滅隊）
67928,天书奇谈,Keeping Up with the Aliapohs,とある少女の空想帳
67929,停船场上的决斗,It's Time to Duel,係船場の決闘
67930,新的同伴,The Last Pillar to Fall,永き冥路の果てに
67931,登峰造极的鬼神祖尔宛,A Demonic Duplicate,極まりし鬼神ズルワーン
67932, 人造元灵终绽放, Born Again Anima, 人造精霊は咲き誇る
67933,制造新生魂石,Some Assembly Required,新生ソウルストーンの創造
67934,研究结束,Body and Soul,研究の終わりに
67935,女儿节的骚乱,Birdwatching Gone Wrong,不穏な様子のプリンセスデー
67936,女儿节的新装,The Disappearing Act,衣装作りとプリンセスデー
67937,乌拉拉主演的女儿节,Ulala's Grand Performance,ウララが主役のプリンセスデー
67938,天山深境索姆阿尔灵峰,The Fires of Sohm Al,霊峰浄化 ソーム・アル
67939,一封回信,Words of Wisdom,新たな報せ
67940, 人造元灵搭档, Best Friends Forever, 人造精霊の相棒
67941,,,
67942,马夏主演的女儿节,Masha's Grand Performance,マシャが主役のプリンセスデー
67943,鸣海主演的女儿节,Narumi's Grand Performance,ナルミが主役のプリンセスデー
67944,女儿节的新装公演,Idols Give Back,可憐な公演とプリンセスデー
67945,东西碰撞,East Meets West,東風吹き込む占星院
67946,去势如风,Ride Like the Wind,東風去りし占星院
67947,黄金港的护城结界,Come Rain or Shrine,クガネ鎮護結界
67948,风起云涌黄金港,Behind Door Number Two,東風逆巻くクガネ
67949,天地交融,Foxfire,天地習合
67950,不安的元灵,Unease in East End,おののく精霊
67951,引来灾祸的少女,An Aura for Trouble,禍事を呼ぶ少女
67952,失控的魔力,A Beacon for Bad Things,荒れ狂う魔力
67953,角尊严厉的规定,The Problem with Padjals,厳格なる角尊の掟
67954,角尊的宝贝,What She Always Wanted,角尊の宝物
67955,在恋人节表达爱意,Once More with Feeling,ヴァレンティオンデーと愛の表現
67956,在恋人节表示感谢,The Magic Number,ヴァレンティオンデーと感謝の表現
67957,彩蛋狩猎和神秘彩蛋,When Eggs Fly,エッグハントと秘密の卵
67958,吓人一跳的彩蛋狩猎,Shock-full of Eggcitement,エッグハントで驚かせ！
67959,彩蛋狩猎和亮闪闪的宝石,Eggsistential Crisis,エッグハントが生む宝石
67960,金碟狂欢,Golden Rain,ゴールドソーサーの大盤振る舞い
67961,忠犬奋斗降神节,More Bark and Mochi Bite,忠犬闘う降神祭
67962,新的决意,A Fistful of Resolve,新たな決意
67963,僧人返乡,Return of the Monk,ウィダルゲルトの帰還
67964,拳圣再临,Cross-fist Training,拳聖、再び
67965,自己的路,Choices and Paths,何を以て何を成すか
67966,守护之力,The Power to Protect,大切なものを守る力
67967,当东方遇上西方,When East Meets West,老舗呉服店「大天屋」どす
67968,艾欧泽亚的礼服,The Butterfly Effect,えおるぜあの「どれす」どす
67969,春意盎然的礼服,The Crane's Caveat,花咲く季節の「どれす」どす
67970,一决胜负的礼服,A Geiko for All Seasons,大勝負の「どれす」どす
67971,翩翩天女的礼服,Send Me an Angel,天女がまとう「どれす」どす
67972,疑点重重的尸体,Not Quite Dead Yet,奇怪な死体
67973,禁忌之刃,The Forbidden Blade,禁忌の刃
67974,沉睡的雕金匠,Do Goldsmiths Dream of Gilded Sheep,眠れる彫金師
67975,罪与责,No Sin Unpunished,罪への報いか
67976,光阴无法磨灭的爱,A Love Beyond Lifetimes,愛は悠久の向こうに
67977,新晋木匠,Uncharted Territory,新人木工師、チェミ・ジンジャル！
67978,监督者,The Game of Confidence,お目付役として
67979,奇弥·基恩加尔奋斗记,A Lesson in Listening,チェミ・ジンジャル奮闘記
67980,一张安乐椅,Live and Let Dine,一脚の安楽椅子
67981,平等的茶会,Tea Party Rules,不肖、チェミ・ジンジャル！
67982,跨越长城,Beyond the Great Wall,長城を越えて
67983,跟随莉瑟,Lyse Takes the Lead,リセの案内
67984,艾欧泽亚同盟军的提议,The Promise of a New Beginning,エオルゼア同盟軍の提案
67985,神拳之痕,A Haven for the Bold,壊神の拳が届く場所
67986,康拉德的决定,A Bargain Struck,コンラッドの決断
67987,梅·娜格的任务,A Friend of a Friend in Need,メ・ナーゴの任務
67988,派送亲笔信,"Signed, Sealed, to Be Delivered",親書を届けて
67989,击破新型魔导兵器,Best Served with Cold Steel,新型魔導兵器を撃破せよ
67990,传令兵的使命,Let Fill Your Hearts with Pride,伝令の使命
67991,梅弗里德的任务,A Familiar Face Forgotten,メッフリッドの任務
67992,归乡,The Prodigal Daughter,ある娘の帰郷
67993,阿拉加纳的生活,A Life More Ordinary,アラガーナの人々
67994,赤红神塔,The Color of Angry Qiqirn,赤のジグラート
67995,其名骷髅连队,The Black Wolf's Pups,その名は髑髏連隊
67996,跨越对立,Homeward Bound,対立を越えて征け
67997,众志成城,Where Men Go as One,今こそ反抗の刻
67998,劳班的决定,Crossing the Velodyna,ラウバーンの決断
67999,红莲之炎,In Crimson It Began,紅蓮の炎
68000,生者和亡者,The Fires Fade,生存者と犠牲者と
68001,运送伤员,Bereft of Hearth and Home,負傷者搬送
68002,分而治之,Divide and Conquer,その声に押されて
68003,有故事的海盗,"Lies, Damn Lies, and Pirates",船主との取引
68004,诉说多玛的人,Tales from the Far East,ドマの語り部たち
68005,乘风破浪,Not without Incident,大洋を征く
68006,黄金港的乌尔达哈商人,The Man from Ul'dah,クガネで待ち受ける者
68007,孕育黄金的港口,Where the Streets Are Paved with Koban,黄金を生む港街
68008,乌尔达哈商会馆,By the Grace of Lord Lolorito,ウルダハ商館へようこそ
68009,二人的足迹,A Good Samurai Is Hard to Find,ふたりの足取り
68010,鱼道现身！,It's Probably a Trap,ギョドウ現る！
68011,鲶鱼的告白,Making the Catfish Sing,吐けよナマズ
68012,重逢和启程,"Once More, to the Ruby Sea",再会と旅立ち
68013,中流击水,Open Water,水をかきわけて
68014,海贼众的苦境,Boys with Boats,海賊衆の苦境
68015,奥萨德次大陆,To Bend with the Wind,オサード小大陸にて
68016,失去斗志的协助者,Confederate Consternation,砦に集いし無頼漢
68017,再生波澜,Alisaie's Stones,打ち寄せる波瀾
68018,美丽的海底世界,Under the Sea,ああ美しき玉水
68019,寄宿万物之神明,Of Kojin and Kami,碧甲羅と八百万の神
68020,遨游大海！,In Soroban We Trust,大海原に泳ぎ出せ！
68021,隐世之民,Forever and Ever Apart,秘色に暮らす民
68022,海底探索,In Darkness the Magatama Dreams,海底探索
68023,有缘千里来相会,The Whims of the Divine,縁に結ばれて
68024,前往宝物殿,Breaking and Delivering,宝物殿を目指せ
68025,豪神须佐之男,The Lord of the Revel,豪神スサノオ
68026,片刻的风平浪静,"Tide Goes in, Imperials Go Out",ひとときの凪
68027,寂静的延夏,A Silence in Three Parts,静かなるヤンサ
68028,多玛之民的现状,Life after Doma,ドマの民の今
68029,我们是杂用商人,The Stubborn Remainder,我らよろず屋
68030,无声的恸哭,The Ones We Leave Behind,声なき痛哭
68031,无尽的暴行,A New Ruby Tithe,終わらぬ狼藉
68032,帝国河畔堡的秘密行动,The Will to Live,カストルム・フルーミニスに躍る
68033,夕雾的心思,Daughter of the Deep,ユウギリの心
68034,暗杀芝诺斯,The Time between the Seconds,ゼノス暗殺計画
68035,迈出的一步,All the Little Angels,踏み出す一歩
68036,草原上的敖龙族,The Search for Lord Hien,市を賑わす部族たち
68037,白月节,A Season for War,戦の季節
68038,遥不可及的梦想,An Impossible Dream,ひとりの同志
68039,闪耀的明星,Stars in the Dark,神託とともに
68040,试炼的第一步,A Warrior's Welcome,英雄に必要なもの
68041,模儿一族,The Heart of Nations,モルの家族
68042,横跨草原,A Trial Before the Trial,草原横断
68043,巴儿达木霸道的试炼,In the Footsteps of Bardam the Brave,試練のバルダム覇道
68044,太阳神之子,The Children of Azim,玉座からの招喚
68045,奥罗尼式的难题,The Labors of Magnai,オロニル流の難題
68046,日月神话,For Love of the Moon,陽と月をめぐる異説
68047,蓝色的宿敌,Sworn Enemies of the Sun,青き宿敵
68048,勇猛的朵塔儿部,The Undying Ones,勇猛なるドタール
68049,最终的和平,A Final Peace,命を焦がす夢
68050,开战在即,As the Gods Will,迫る開戦
68051,那达慕,Naadam,終節の合戦
68052,响彻草原的欢呼声,Glory to the Khagan,歓声は遠く高く
68053,红色的祈愿,In Crimson They Walked,その赤に祈りをこめて
68054,重返动乱之地,The Hour of Reckoning,再び動乱の地へ
